Data_padrao;SÃO PAULO;Valor
2014-01-01;RESIDENCIAL;3461696.0
2014-01-01;TOTAL;11520387.0
2014-02-01;COMERCIAL;2765679.0
2014-02-01;INDUSTRIAL;4551544.0
2014-02-01;OUTROS;1323642.0
2014-02-01;RESIDENCIAL;3496627.0
2014-02-01;TOTAL;12137492.0
2014-03-01;COMERCIAL;2595727.0
2014-03-01;INDUSTRIAL;4553560.0
2014-03-01;OUTROS;1254630.0
2014-03-01;RESIDENCIAL;3315447.0
2014-03-01;TOTAL;11719364.0
2014-04-01;COMERCIAL;2526917.0
2014-04-01;INDUSTRIAL;4540009.0
2014-04-01;OUTROS;1258289.0
2014-04-01;RESIDENCIAL;3225417.0
2014-04-01;TOTAL;11550632.0
2014-05-01;COMERCIAL;2428985.0
2014-05-01;INDUSTRIAL;4445981.0
2014-05-01;OUTROS;1253642.0
2014-05-01;RESIDENCIAL;3254318.0
2014-05-01;TOTAL;11382926.0
2014-06-01;COMERCIAL;2203224.0
2014-06-01;INDUSTRIAL;4272043.0
2014-06-01;OUTROS;1203152.0
2014-06-01;RESIDENCIAL;3056443.0
2014-06-01;TOTAL;10734862.0
2014-07-01;COMERCIAL;2209235.0
2014-07-01;INDUSTRIAL;4052978.0
2014-07-01;OUTROS;1219769.0
2014-07-01;RESIDENCIAL;3216509.0
2014-07-01;TOTAL;10698491.0
2014-08-01;COMERCIAL;2274013.0
2014-08-01;INDUSTRIAL;4304583.0
2014-08-01;OUTROS;1248290.0
2014-08-01;RESIDENCIAL;3220868.0
2014-08-01;TOTAL;11047754.0
2014-09-01;COMERCIAL;2333861.0
2014-09-01;INDUSTRIAL;4262281.0
2014-09-01;OUTROS;1281341.0
2014-09-01;RESIDENCIAL;3169411.0
2014-09-01;TOTAL;11046894.0
2014-10-01;COMERCIAL;2489951.0
2014-10-01;INDUSTRIAL;4231928.0
2014-10-01;OUTROS;1322074.0
2014-10-01;RESIDENCIAL;3334939.0
2014-10-01;TOTAL;11378892.0
2014-11-01;COMERCIAL;2620545.0
2014-11-01;INDUSTRIAL;4535189.0
2014-11-01;OUTROS;1314855.0
2014-11-01;RESIDENCIAL;3421444.0
2014-11-01;TOTAL;11892033.0
2014-12-01;COMERCIAL;2547228.0
2014-12-01;INDUSTRIAL;4315733.0
2014-12-01;OUTROS;1244792.0
2014-12-01;RESIDENCIAL;3264325.0
2014-12-01;TOTAL;11372078.0
2015-01-01;COMERCIAL;2628729.0
2015-01-01;INDUSTRIAL;3883529.0
2015-01-01;OUTROS;1233658.0
2015-01-01;RESIDENCIAL;3735760.0
2015-01-01;TOTAL;11481676.0
2015-02-01;COMERCIAL;2633359.0
2015-02-01;INDUSTRIAL;4235359.0
2015-02-01;OUTROS;1240489.0
2015-02-01;RESIDENCIAL;3398284.0
2015-02-01;TOTAL;11507491.0
2015-03-01;COMERCIAL;2546422.0
2015-03-01;INDUSTRIAL;4186573.0
2015-03-01;OUTROS;1186361.0
2015-03-01;RESIDENCIAL;3111987.0
2015-03-01;TOTAL;11031343.0
2015-04-01;COMERCIAL;2598202.0
2015-04-01;INDUSTRIAL;4323093.0
2015-04-01;OUTROS;1210862.0
2015-04-01;RESIDENCIAL;3138293.0
2015-04-01;TOTAL;11270450.0
2015-05-01;COMERCIAL;2391126.0
2015-05-01;INDUSTRIAL;4117284.52
2015-05-01;OUTROS;1182639.0
2015-05-01;RESIDENCIAL;3061472.0
2015-05-01;TOTAL;10752521.52
2015-06-01;COMERCIAL;2283526.0
2015-06-01;INDUSTRIAL;4063230.0
2015-06-01;OUTROS;1156484.0
2015-06-01;RESIDENCIAL;2883429.0
2015-06-01;TOTAL;10386669.0
2015-07-01;COMERCIAL;2201113.0
2015-07-01;INDUSTRIAL;3953982.0
2015-07-01;OUTROS;1163735.0
2015-07-01;RESIDENCIAL;2996482.0
2015-07-01;TOTAL;10315312.0
2015-08-01;COMERCIAL;2255344.0
2015-08-01;INDUSTRIAL;4073278.0
2015-08-01;OUTROS;1212376.0
2015-08-01;RESIDENCIAL;3043716.0
2015-08-01;TOTAL;10584714.0
2015-09-01;COMERCIAL;2252327.0
2015-09-01;INDUSTRIAL;4013939.0
2015-09-01;OUTROS;1235206.0
2015-09-01;RESIDENCIAL;3012224.0
2015-09-01;TOTAL;10513696.0
2015-10-01;COMERCIAL;2467949.0
2015-10-01;INDUSTRIAL;4033541.6
2015-10-01;OUTROS;1279478.0
2015-10-01;RESIDENCIAL;3261673.0
2015-10-01;TOTAL;11042641.6
2015-11-01;COMERCIAL;2532951.0
2015-11-01;INDUSTRIAL;4077415.0
2015-11-01;OUTROS;1251083.0
2015-11-01;RESIDENCIAL;3179977.0
2015-11-01;TOTAL;11041426.0
2015-12-01;COMERCIAL;2558581.0
2015-12-01;INDUSTRIAL;3931655.0
2015-12-01;OUTROS;1214220.0
2015-12-01;RESIDENCIAL;3182336.0
2015-12-01;TOTAL;10886792.0
2016-01-01;COMERCIAL;2513727.0
2016-01-01;INDUSTRIAL;3475161.0
2016-01-01;OUTROS;1181249.0
2016-01-01;RESIDENCIAL;3307601.0
2016-01-01;TOTAL;10477738.0
2016-02-01;COMERCIAL;2493505.0
2016-02-01;INDUSTRIAL;3823308.0
2016-02-01;OUTROS;1174434.0
2016-02-01;RESIDENCIAL;3244949.0
2016-02-01;TOTAL;10736196.0
2016-03-01;COMERCIAL;2452440.0
2016-03-01;INDUSTRIAL;3918019.0
2016-03-01;OUTROS;1211445.0
2016-03-01;RESIDENCIAL;3198702.0
2016-03-01;TOTAL;10780606.0
2016-04-01;COMERCIAL;2635436.0
2016-04-01;INDUSTRIAL;3977942.0
2016-04-01;OUTROS;1254542.0
2016-04-01;RESIDENCIAL;3442383.0
2016-04-01;TOTAL;11310303.0
2016-05-01;COMERCIAL;2372761.0
2016-05-01;INDUSTRIAL;3862425.0
2016-05-01;OUTROS;1234955.0
2016-05-01;RESIDENCIAL;3109396.0
2016-05-01;TOTAL;10579537.0
2016-06-01;COMERCIAL;2142729.0
2016-06-01;INDUSTRIAL;3876965.0
2016-06-01;OUTROS;1166989.0
2016-06-01;RESIDENCIAL;3044937.0
2016-06-01;TOTAL;10231620.0
2016-07-01;COMERCIAL;2126062.0
2016-07-01;INDUSTRIAL;3939962.0
2016-07-01;OUTROS;1159312.0
2016-07-01;RESIDENCIAL;3071357.0
2016-07-01;TOTAL;10296693.0
2016-08-01;COMERCIAL;2104782.0
2016-08-01;INDUSTRIAL;3964950.0
2016-08-01;OUTROS;1228681.0
2016-08-01;RESIDENCIAL;3011324.0
2016-08-01;TOTAL;10309737.0
2016-09-01;COMERCIAL;2210243.0
2016-09-01;INDUSTRIAL;3956388.0
2016-09-01;OUTROS;1252280.0
2016-09-01;RESIDENCIAL;3153986.0
2016-09-01;TOTAL;10572897.0
2016-10-01;COMERCIAL;2184559.0
2016-10-01;INDUSTRIAL;3923778.0
2016-10-01;OUTROS;1267574.0
2016-10-01;RESIDENCIAL;3110775.0
2016-10-01;TOTAL;10486686.0
2016-11-01;COMERCIAL;2326983.0
2016-11-01;INDUSTRIAL;3942363.0
2016-11-01;OUTROS;1246304.0
2016-11-01;RESIDENCIAL;3171590.0
2016-11-01;TOTAL;10687240.0
2016-12-01;COMERCIAL;2393933.0
2016-12-01;INDUSTRIAL;3846586.0
2016-12-01;OUTROS;1236610.0
2016-12-01;RESIDENCIAL;3224289.0
2016-12-01;TOTAL;10701418.0
2017-01-01;COMERCIAL;2488983.0
2017-01-01;INDUSTRIAL;3561122.0
2017-01-01;OUTROS;1201644.0
2017-01-01;RESIDENCIAL;3418496.0
2017-01-01;TOTAL;10670245.0
2017-02-01;COMERCIAL;2458074.0
2017-02-01;INDUSTRIAL;3805638.0
2017-02-01;OUTROS;1168512.0
2017-02-01;RESIDENCIAL;3191539.0
2017-02-01;TOTAL;10623763.0
2017-03-01;COMERCIAL;2534601.0
2017-03-01;INDUSTRIAL;3825855.0
2017-03-01;OUTROS;1252482.0
2017-03-01;RESIDENCIAL;3443812.0
2017-03-01;TOTAL;11056750.0
2017-04-01;COMERCIAL;2501492.0
2017-04-01;INDUSTRIAL;4094050.0
2017-04-01;OUTROS;1263338.0
2017-04-01;RESIDENCIAL;3238209.0
2017-04-01;TOTAL;11097089.0
2017-05-01;COMERCIAL;2265399.0
2017-05-01;INDUSTRIAL;3799642.0
2017-05-01;OUTROS;1240091.0
2017-05-01;RESIDENCIAL;3212906.0
2017-05-01;TOTAL;10518038.0
2017-06-01;COMERCIAL;2218787.0
2017-06-01;INDUSTRIAL;3992120.24
2017-06-01;OUTROS;1216372.0
2017-06-01;RESIDENCIAL;3122230.0
2017-06-01;TOTAL;10549509.24
2017-07-01;COMERCIAL;2131486.0
2017-07-01;INDUSTRIAL;3966821.0
2017-07-01;OUTROS;1187073.0
2017-07-01;RESIDENCIAL;3150624.0
2017-07-01;TOTAL;10436004.0
2017-08-01;COMERCIAL;2062740.0
2017-08-01;INDUSTRIAL;4002919.76
2017-08-01;OUTROS;1242297.0
2017-08-01;RESIDENCIAL;3010047.0
2017-08-01;TOTAL;10318003.76
2017-09-01;COMERCIAL;2291476.0
2017-09-01;INDUSTRIAL;4170485.0
2017-09-01;OUTROS;1335192.0
2017-09-01;RESIDENCIAL;3316934.0
2017-09-01;TOTAL;11114087.0
2017-10-01;COMERCIAL;2365924.0
2017-10-01;INDUSTRIAL;4020130.0
2017-10-01;OUTROS;1325990.0
2017-10-01;RESIDENCIAL;3262909.0
2017-10-01;TOTAL;10974953.0
2017-11-01;COMERCIAL;2399714.0
2017-11-01;INDUSTRIAL;4154674.0
2017-11-01;OUTROS;1271411.0
2017-11-01;RESIDENCIAL;3277767.0
2017-11-01;TOTAL;11103566.0
2017-12-01;COMERCIAL;2467771.0
2017-12-01;INDUSTRIAL;4091197.0
2017-12-01;OUTROS;1262726.0
2017-12-01;RESIDENCIAL;3323375.0
2017-12-01;TOTAL;11145069.0
2018-01-01;COMERCIAL;2414373.8699999996
2018-01-01;INDUSTRIAL;3897664.9399999995
2018-01-01;OUTROS;1208680.8499999999
2018-01-01;RESIDENCIAL;3366667.17
2018-01-01;TOTAL;10887386.83
2018-02-01;COMERCIAL;2457863.0799999996
2018-02-01;INDUSTRIAL;3951475.13
2018-02-01;OUTROS;1178243.06
2018-02-01;RESIDENCIAL;3339408.12
2018-02-01;TOTAL;10926989.389999999
2018-03-01;COMERCIAL;2529178.5100000002
2018-03-01;INDUSTRIAL;4235006.94
2018-03-01;OUTROS;1268672.8299999998
2018-03-01;RESIDENCIAL;3457753.28
2018-03-01;TOTAL;11490611.560000002
2018-04-01;COMERCIAL;2582438.24
2018-04-01;INDUSTRIAL;4134608.25
2018-04-01;OUTROS;1288925.98
2018-04-01;RESIDENCIAL;3489463.34
2018-04-01;TOTAL;11495435.81
2018-05-01;COMERCIAL;2384676.44
2018-05-01;INDUSTRIAL;3961238.9699999997
2018-05-01;OUTROS;1299296.68
2018-05-01;RESIDENCIAL;3312546.99
2018-05-01;TOTAL;10957759.079999998
2018-06-01;COMERCIAL;2221854.3200000003
2018-06-01;INDUSTRIAL;3954501.0900000003
2018-06-01;OUTROS;1276147.06
2018-06-01;RESIDENCIAL;3257080.46
2018-06-01;TOTAL;10709582.93
2018-07-01;COMERCIAL;2170348.46
2018-07-01;INDUSTRIAL;4107706.78
2018-07-01;OUTROS;1279714.19
2018-07-01;RESIDENCIAL;3191665.2099999995
2018-07-01;TOTAL;10749434.640000002
2018-08-01;COMERCIAL;2131667.71
2018-08-01;INDUSTRIAL;4181548.7199999997
2018-08-01;OUTROS;1267749.56
2018-08-01;RESIDENCIAL;3069413.13
2018-08-01;TOTAL;10650379.12
2018-09-01;COMERCIAL;2279357.25
2018-09-01;INDUSTRIAL;4111728.85
2018-09-01;OUTROS;1330102.7499999998
2018-09-01;RESIDENCIAL;3350093.4200000004
2018-09-01;TOTAL;11071282.270000001
2018-10-01;COMERCIAL;2310430.31
2018-10-01;INDUSTRIAL;4198149.84
2018-10-01;OUTROS;1299284.7800000003
2018-10-01;RESIDENCIAL;3253356.0
2018-10-01;TOTAL;11061220.930000002
2018-11-01;COMERCIAL;2427938.65
2018-11-01;INDUSTRIAL;4171860.1
2018-11-01;OUTROS;1286682.05
2018-11-01;RESIDENCIAL;3411417.42
2018-11-01;TOTAL;11297898.22
2018-12-01;COMERCIAL;2498087.51
2018-12-01;INDUSTRIAL;3899773.39
2018-12-01;OUTROS;1313900.2300000002
2018-12-01;RESIDENCIAL;3425288.89
2018-12-01;TOTAL;11137050.02
2019-01-01;COMERCIAL;2630107.51
2019-01-01;INDUSTRIAL;3868923.42
2019-01-01;OUTROS;1190879.41
2019-01-01;RESIDENCIAL;3744559.2299999995
2019-01-01;TOTAL;11434469.570000002
2019-02-01;COMERCIAL;2664087.5000000005
2019-02-01;INDUSTRIAL;3958057.2699999996
2019-02-01;OUTROS;1226894.2
2019-02-01;RESIDENCIAL;3642284.25
2019-02-01;TOTAL;11491323.22
2019-03-01;COMERCIAL;2600166.77
2019-03-01;INDUSTRIAL;3984284.66
2019-03-01;OUTROS;1215994.49
2019-03-01;RESIDENCIAL;3516365.31
2019-03-01;TOTAL;11316811.230000002
2019-04-01;COMERCIAL;2507062.95
2019-04-01;INDUSTRIAL;3986721.55
2019-04-01;OUTROS;1198041.0000000002
2019-04-01;RESIDENCIAL;3328708.8
2019-04-01;TOTAL;11020534.299999997
2019-05-01;COMERCIAL;2519081.64
2019-05-01;INDUSTRIAL;4032657.4
2019-05-01;OUTROS;1223035.2000000002
2019-05-01;RESIDENCIAL;3457485.81
2019-05-01;TOTAL;11232260.049999999
2019-06-01;COMERCIAL;2264763.16
2019-06-01;INDUSTRIAL;3939671.44
2019-06-01;OUTROS;1144469.6199999999
2019-06-01;RESIDENCIAL;3207913.8799999994
2019-06-01;TOTAL;10556818.100000001
2019-07-01;COMERCIAL;2161769.74
2019-07-01;INDUSTRIAL;3886074.96
2019-07-01;OUTROS;1146043.61
2019-07-01;RESIDENCIAL;3175923.4300000006
2019-07-01;TOTAL;10369811.739999998
2019-08-01;COMERCIAL;2176106.9899999998
2019-08-01;INDUSTRIAL;3940191.5100000002
2019-08-01;OUTROS;1155195.1800000002
2019-08-01;RESIDENCIAL;3182353.8099999996
2019-08-01;TOTAL;10453847.49
2019-09-01;COMERCIAL;2301143.2399999998
2019-09-01;INDUSTRIAL;4007648.78
2019-09-01;OUTROS;1206727.75
2019-09-01;RESIDENCIAL;3305429.14
2019-09-01;TOTAL;10820948.91
2019-10-01;COMERCIAL;2525545.9000000004
2019-10-01;INDUSTRIAL;4138191.7800000003
2019-10-01;OUTROS;1277984.1199999999
2019-10-01;RESIDENCIAL;3536855.91
2019-10-01;TOTAL;11478577.709999999
2019-11-01;COMERCIAL;2643747.28
2019-11-01;INDUSTRIAL;4081823.9600000004
2019-11-01;OUTROS;1286986.07
2019-11-01;RESIDENCIAL;3601006.52
2019-11-01;TOTAL;11613563.83
2019-12-01;COMERCIAL;2581117.43
2019-12-01;INDUSTRIAL;3811381.91
2019-12-01;OUTROS;1216074.0499999998
2019-12-01;RESIDENCIAL;3450850.69
2019-12-01;TOTAL;11059424.079999998
2020-01-01;COMERCIAL;2546452.2800000007
2020-01-01;INDUSTRIAL;3660931.88
2020-01-01;OUTROS;1266805.8399999999
2020-01-01;RESIDENCIAL;3594571.68
2020-01-01;TOTAL;11068761.68
2020-02-01;COMERCIAL;2550960.73
2020-02-01;INDUSTRIAL;3923294.92
2020-02-01;OUTROS;1196249.97
2020-02-01;RESIDENCIAL;3428472.41
2020-02-01;TOTAL;11098978.029999997
2020-03-01;COMERCIAL;2479818.65
2020-03-01;INDUSTRIAL;3994239.29
2020-03-01;OUTROS;1275162.09
2020-03-01;RESIDENCIAL;3460676.63
2020-03-01;TOTAL;11209896.66
2020-04-01;COMERCIAL;2070444.9800000002
2020-04-01;INDUSTRIAL;3388877.3
2020-04-01;OUTROS;1247600.3599999999
2020-04-01;RESIDENCIAL;3342502.11
2020-04-01;TOTAL;10049424.75
2020-05-01;COMERCIAL;1855630.25
2020-05-01;INDUSTRIAL;3104146.0199999996
2020-05-01;OUTROS;1223883.69
2020-05-01;RESIDENCIAL;3267614.96
2020-05-01;TOTAL;9451274.92
2020-06-01;COMERCIAL;1727508.5000000002
2020-06-01;INDUSTRIAL;3327897.6199999996
2020-06-01;OUTROS;1181767.4899999998
2020-06-01;RESIDENCIAL;3318000.0399999996
2020-06-01;TOTAL;9555173.65
2020-07-01;COMERCIAL;1838304.82
2020-07-01;INDUSTRIAL;3705989.56
2020-07-01;OUTROS;1214356.8200000003
2020-07-01;RESIDENCIAL;3447358.2700000005
2020-07-01;TOTAL;10206009.47
2020-08-01;COMERCIAL;1954212.6900000002
2020-08-01;INDUSTRIAL;4007568.6799999997
2020-08-01;OUTROS;1294743.8300000003
2020-08-01;RESIDENCIAL;3463066.56
2020-08-01;TOTAL;10719591.76
2020-09-01;COMERCIAL;2098762.42
2020-09-01;INDUSTRIAL;4155857.2600000007
2020-09-01;OUTROS;1327913.5999999999
2020-09-01;RESIDENCIAL;3524277.9999999995
2020-09-01;TOTAL;11106811.280000001
2020-10-01;COMERCIAL;2348592.37
2020-10-01;INDUSTRIAL;4277901.390000001
2020-10-01;OUTROS;1334987.73
2020-10-01;RESIDENCIAL;3776131.63
2020-10-01;TOTAL;11737613.12
2020-11-01;COMERCIAL;2279422.62
2020-11-01;INDUSTRIAL;4258639.739999999
2020-11-01;OUTROS;1270678.08
2020-11-01;RESIDENCIAL;3610007.1599999997
2020-11-01;TOTAL;11418747.599999998
2020-12-01;COMERCIAL;2381197.0000000005
2020-12-01;INDUSTRIAL;4154898.16
2020-12-01;OUTROS;1214121.53
2020-12-01;RESIDENCIAL;3851949.72
2020-12-01;TOTAL;11602166.410000002
2021-01-01;COMERCIAL;2517316.56
2021-01-01;INDUSTRIAL;4228676.06
2021-01-01;OUTROS;1268579.46
2021-01-01;RESIDENCIAL;3925311.3299999996
2021-01-01;TOTAL;11939883.409999998
2021-02-01;COMERCIAL;2449851.3400000003
2021-02-01;INDUSTRIAL;4153972.6
2021-02-01;OUTROS;1284955.06
2021-02-01;RESIDENCIAL;3622261.98
2021-02-01;TOTAL;11511040.980000002
2021-03-01;COMERCIAL;2842043.66
2021-03-01;INDUSTRIAL;4521947.959999999
2021-03-01;OUTROS;1353970.531
2021-03-01;RESIDENCIAL;3726261.17
2021-03-01;TOTAL;12444223.320999999
2021-04-01;COMERCIAL;2304666.98
2021-04-01;INDUSTRIAL;4330063.119999999
2021-04-01;OUTROS;1319684.69
2021-04-01;RESIDENCIAL;3750048.3200000003
2021-04-01;TOTAL;11704463.110000001
2021-05-01;COMERCIAL;2085995.43
2021-05-01;INDUSTRIAL;4135650.3699999996
2021-05-01;OUTROS;1306728.6400000001
2021-05-01;RESIDENCIAL;3430489.48
2021-05-01;TOTAL;10958863.92
2021-06-01;COMERCIAL;2096847.97
2021-06-01;INDUSTRIAL;4195768.17
2021-06-01;OUTROS;1281384.88
2021-06-01;RESIDENCIAL;3324784.7800000003
2021-06-01;TOTAL;10898785.8
2021-07-01;COMERCIAL;2030064.4300000002
2021-07-01;INDUSTRIAL;4211475.64
2021-07-01;OUTROS;1247254.379
2021-07-01;RESIDENCIAL;3339974.8499999996
2021-07-01;TOTAL;10828769.299
2021-08-01;COMERCIAL;2036756.84
2021-08-01;INDUSTRIAL;4250459.58
2021-08-01;OUTROS;1295600.151
2021-08-01;RESIDENCIAL;3340041.15
2021-08-01;TOTAL;10922857.720999999
2021-09-01;COMERCIAL;2255854.12
2021-09-01;INDUSTRIAL;4358339.13
2021-09-01;OUTROS;1347977.02
2021-09-01;RESIDENCIAL;3590529.63
2021-09-01;TOTAL;11552699.900000002
2021-10-01;COMERCIAL;2333937.31
2021-10-01;INDUSTRIAL;4352444.59
2021-10-01;OUTROS;1421684.53
2021-10-01;RESIDENCIAL;3473029.89
2021-10-01;TOTAL;11581096.32
2021-11-01;COMERCIAL;2302507.5100000002
2021-11-01;INDUSTRIAL;4338739.489999999
2021-11-01;OUTROS;1263359.5999999999
2021-11-01;RESIDENCIAL;3418351.6
2021-11-01;TOTAL;11322958.200000001
2021-12-01;COMERCIAL;2488039.83
2021-12-01;INDUSTRIAL;4211258.85
2021-12-01;OUTROS;1309259.0
2021-12-01;RESIDENCIAL;3685903.8700000006
2021-12-01;TOTAL;11694461.549999999
2022-01-01;COMERCIAL;2476295.38
2022-01-01;INDUSTRIAL;4091755.9
2022-01-01;OUTROS;1303916.99
2022-01-01;RESIDENCIAL;3529923.7399999998
2022-01-01;TOTAL;11401892.010000002
2022-02-01;COMERCIAL;2507639.04
2022-02-01;INDUSTRIAL;4120874.29
2022-02-01;OUTROS;1229481.9499999997
2022-02-01;RESIDENCIAL;3486158.04
2022-02-01;TOTAL;11344153.319999998
2022-03-01;COMERCIAL;2595578.46
2022-03-01;INDUSTRIAL;4292225.23
2022-03-01;OUTROS;1265843.961
2022-03-01;RESIDENCIAL;3867453.9099999997
2022-03-01;TOTAL;12021101.561
2022-04-01;COMERCIAL;2698281.39
2022-04-01;INDUSTRIAL;4435276.410000001
2022-04-01;OUTROS;1323873.6390000002
2022-04-01;RESIDENCIAL;3659876.66
2022-04-01;TOTAL;12117308.099
2022-05-01;COMERCIAL;2408867.67
2022-05-01;INDUSTRIAL;4336700.27
2022-05-01;OUTROS;1293066.22
2022-05-01;RESIDENCIAL;3420700.7
2022-05-01;TOTAL;11459334.86
2022-06-01;COMERCIAL;2223138.1399999997
2022-06-01;INDUSTRIAL;4301482.0
2022-06-01;OUTROS;1261778.09
2022-06-01;RESIDENCIAL;3334990.87
2022-06-01;TOTAL;11121389.1
2022-07-01;COMERCIAL;2224825.4699999997
2022-07-01;INDUSTRIAL;4336796.390000001
2022-07-01;OUTROS;1277333.6990000003
2022-07-01;RESIDENCIAL;3420644.9
2022-07-01;TOTAL;11259600.459
2022-08-01;COMERCIAL;2271535.7399999998
2022-08-01;INDUSTRIAL;4408070.51
2022-08-01;OUTROS;1378397.5400000003
2022-08-01;RESIDENCIAL;3376389.58
2022-08-01;TOTAL;11434393.370000001
2022-09-01;COMERCIAL;2320207.5
2022-09-01;INDUSTRIAL;4423643.75
2022-09-01;OUTROS;1308278.0699999998
2022-09-01;RESIDENCIAL;3464599.2
2022-09-01;TOTAL;11516728.520000001
2022-10-01;COMERCIAL;2256879.0300000003
2022-10-01;INDUSTRIAL;4324612.59
2022-10-01;OUTROS;1264831.76
2022-10-01;RESIDENCIAL;3478201.1
2022-10-01;TOTAL;11324524.479999999
2022-11-01;COMERCIAL;2413109.82
2022-11-01;INDUSTRIAL;4267646.859999999
2022-11-01;OUTROS;1292889.0
2022-11-01;RESIDENCIAL;3599979.2699999996
2022-11-01;TOTAL;11573624.950000001
2022-12-01;COMERCIAL;2516596.07
2022-12-01;INDUSTRIAL;4100417.9200000004
2022-12-01;OUTROS;1316331.22
2022-12-01;RESIDENCIAL;3773234.4099999997
2022-12-01;TOTAL;11706579.620000001
2023-01-01;COMERCIAL;2556736.83
2023-01-01;INDUSTRIAL;3886793.12
2023-01-01;OUTROS;1244591.2
2023-01-01;RESIDENCIAL;3597226.1399999997
2023-01-01;TOTAL;11285347.290000001
2023-02-01;COMERCIAL;2554338.8699999996
2023-02-01;INDUSTRIAL;4035667.1399999997
2023-02-01;OUTROS;1226233.391
2023-02-01;RESIDENCIAL;3681363.98
2023-02-01;TOTAL;11497603.381
2023-03-01;COMERCIAL;2643572.95
2023-03-01;INDUSTRIAL;4126732.76
2023-03-01;OUTROS;1240980.1199999999
2023-03-01;RESIDENCIAL;3885347.8999999994
2023-03-01;TOTAL;11896633.73
2023-04-01;COMERCIAL;0.0
2023-04-01;INDUSTRIAL;0.0
2023-04-01;OUTROS;0.0
2023-04-01;RESIDENCIAL;0.0
2023-04-01;TOTAL;0.0
2023-05-01;COMERCIAL;0.0
2023-05-01;INDUSTRIAL;0.0
2023-05-01;OUTROS;0.0
2023-05-01;RESIDENCIAL;0.0
2023-05-01;TOTAL;0.0
2023-06-01;COMERCIAL;0.0
2023-06-01;INDUSTRIAL;0.0
2023-06-01;OUTROS;0.0
2023-06-01;RESIDENCIAL;0.0
2023-06-01;TOTAL;0.0
2023-07-01;COMERCIAL;0.0
2023-07-01;INDUSTRIAL;0.0
2023-07-01;OUTROS;0.0
2023-07-01;RESIDENCIAL;0.0
2023-07-01;TOTAL;0.0
2023-08-01;COMERCIAL;0.0
2023-08-01;INDUSTRIAL;0.0
2023-08-01;OUTROS;0.0
2023-08-01;RESIDENCIAL;0.0
2023-08-01;TOTAL;0.0
2023-09-01;COMERCIAL;0.0
2023-09-01;INDUSTRIAL;0.0
2023-09-01;OUTROS;0.0
2023-09-01;RESIDENCIAL;0.0
2023-09-01;TOTAL;0.0
2023-10-01;COMERCIAL;0.0
2023-10-01;INDUSTRIAL;0.0
2023-10-01;OUTROS;0.0
2023-10-01;RESIDENCIAL;0.0
2023-10-01;TOTAL;0.0
2023-11-01;COMERCIAL;0.0
2023-11-01;INDUSTRIAL;0.0
2023-11-01;OUTROS;0.0
2023-11-01;RESIDENCIAL;0.0
2023-11-01;TOTAL;0.0
2023-12-01;COMERCIAL;0.0
2023-12-01;INDUSTRIAL;0.0
2023-12-01;OUTROS;0.0
2023-12-01;RESIDENCIAL;0.0
2023-12-01;TOTAL;0.0
